hub id	hub name (auto fill)	article url												
67	Emergence Capital / DiaspoLab													
68	Energy Generation													
69	Enspire Incubator													
70	enspire Incubator	https://www.tandfonline.com/doi/abs/10.1080/20421338.2020.1746045?journalCode=rajs20	https://techpoint.africa/2017/03/06/list-tech-hubs-across-nigeria/	https://ventureburn.com/2018/06/heres-need-know-nigerias-tech-startup-ecosystem/	https://thenortherner.com.ng/2016/10/23/enspire-incubator-abuja-the-progenitor-of-nigerian-technology-hubs/									
71	EtriLabs	https://www.lemonde.fr/afrique/article/2020/11/26/benin-etrilabs-le-labo-qui-a-booste-l-innovation-numerique-pendant-la-crise-du-coronavirus_6061258_3212.html	https://techpoint.africa/2018/10/17/etrilabs-in-cotonou/	https://www.ozy.com/around-the-world/benin-sets-sights-on-startup-success-in-francophone-africa/86843/	https://ictupdate.cta.int/en/article/insights-from-benin-s-etrilabs-sid06cb50360-7e47-4d92-8496-71ca88d654bd	https://blogs.worldbank.org/psd/why-providing-pre-seed-and-seed-capital-essential-step-bringing-west-africa-and-sahel-s								
72	Expert Labs Mali													
73	Fab Lab Egypt	https://y-center.org/impact/egypt/	https://news.mit.edu/2014/profile-student-dina-el-zanfaly-0715	https://www.bloomberg.com/news/articles/2016-06-09/cairo-s-nerds-scrape-together-an-egyptian-tech-scene	https://www.fondationorange.com/Open-source-sports?lang=en	https://www.engineering.com/story/making-3d-printing-a-part-of-egypts-change-								
74	FabLab Nairobi	https://www.voanews.com/africa/fab-lab-igniting-revolution-kenya	https://www.3ders.org/articles/20111212-fablab-nairobistrengthens-kenyas-innovation-system.html	https://www.voanews.com/africa/fab-lab-igniting-revolution-kenya	https://www.france24.com/en/20200519-we-can-get-it-done-here-african-tech-tackles-coronavirus-locally	https://www.africanglobe.net/business/fab-lab-igniting-revolution-kenya/	https://odi.org/en/insights/how-youth-led-makerspaces-plug-the-skills-gap-in-africa/							
75	Fablab Namibia	https://www.we.com.na/news/fablab-to-shut-its-doors2018-05-16	https://allafrica.com/stories/201612210749.html	https://www.namibiansun.com/news/team-namibia-and-fablab-play-business-matchmakers										
76	FACTORY 619	http://www.ist-africa.org/home/default.asp?page=doc-by-id&docid=7014	https://thd.tn/factory-619-nouvel-incubateur-pour-startups-base-a-la-charguia/											
